Name	Price	Cuisine	Award	City	Country	Price Level
Saneh Jaan	฿	Thai	1	Bangkok	Thailand	3
Côte by Mauro Colagreco	฿	French Contemporary	1	Bangkok	Thailand	4
Jay Fai	฿	Street Food	1	Bangkok	Thailand	3
80/20	฿	Innovative	1	Bangkok	Thailand	4
Yu Ting Yuan	฿	Cantonese	1	Bangkok	Thailand	4
Aksorn	฿	Thai	1	Bangkok	Thailand	3
Khao (Ekkamai)	฿	Thai	1	Bangkok	Thailand	3
IGNIV	฿	European Contemporary	1	Bangkok	Thailand	4
Haoma	฿	Indian	1	Bangkok	Thailand	4
Savelberg	฿	French Contemporary	1	Bangkok	Thailand	4
Sra Bua by Kiin Kiin	฿	Thai contemporary	1	Bangkok	Thailand	3
Potong	฿	Innovative	1	Bangkok	Thailand	4
Suan Thip	฿	Thai	1	Nonthaburi	Thailand	2
Canvas	฿	Innovative	1	Bangkok	Thailand	4
J'AIME by Jean-Michel Lorain	฿	French Contemporary	1	Bangkok	Thailand	3
Paste	฿	Thai	1	Bangkok	Thailand	3
Nahm	฿	Thai	1	Bangkok	Thailand	3
Chim by Siam Wisdom	฿	Thai	1	Bangkok	Thailand	3
Oba-	€	Creative	1	Casas-Ibáñez	Spain	4
Zuara Sushi	€	Japanese	1	Madrid	Spain	4
Encanto	€	Vegetarian	1	Lisbon	Portugal	3
Ababol	€	Contemporary	1	Albacete	Spain	3
Cobo Evolución	€	Modern Cuisine	1	Burgos	Spain	4
Ugo Chan	€	Fusion	1	Madrid	Spain	4
La Aquarela	€	Creative	1	Patalavaca	Spain	4
Dos Palillos	€	Fusion	1	Barcelona	Spain	4
Béns d'Avall	€	Contemporary	1	Sóller	Spain	4
Marc Fosh	€	Modern Cuisine	1	Palma	Spain	3
Yayo Daporta	€	Creative	1	Cambados	Spain	3
Aleia	€	Creative	1	Barcelona	Spain	4
Xerta	€	Creative	1	Barcelona	Spain	3
Etxebarri	€	Grills	1	Axpe	Spain	4
Alkimia	€	Modern Cuisine	1	Barcelona	Spain	4
Fierro	€	Modern Cuisine	1	Valencia	Spain	4
Raúl Resino	€	Creative	1	Benicarló	Spain	3
La Boscana	€	Creative	1	Bellvís	Spain	4
Marqués de Riscal	€	Modern Cuisine	1	Elciego	Spain	4
Venta Moncalvillo	€	Modern Cuisine	1	Daroca de Rioja	Spain	4
La Gaia	€	Fusion	1	Eivissa	Spain	4
Kanazawa	€	Japanese	1	Lisbon	Portugal	3
Zaranda	€	Creative	1	Palma	Spain	4
Loco	€	Modern Cuisine	1	Lisbon	Portugal	4
Hisop	€	Creative	1	Barcelona	Spain	3
Via Veneto	€	Classic Cuisine	1	Barcelona	Spain	4
Mantúa	€	Modern Cuisine	1	Jerez de la Frontera	Spain	4
Baeza & Rufete	€	Modern Cuisine	1	Alacant	Spain	4
Zortziko	€	Contemporary	1	Bilbao	Spain	4
Es Fum	€	Creative	1	Palmanova	Spain	4
Can Bosch	€	Traditional Cuisine	1	Cambrils	Spain	3
El Corral del Indianu	€	Creative	1	Arriondas	Spain	3
Lluerna	€	Modern Cuisine	1	Santa Coloma de Gramenet	Spain	3
Fusion19	€	Fusion	1	Muro	Spain	3
Maca de Castro	€	Creative	1	Port d'Alcúdia	Spain	4
Solana	€	Modern Cuisine	1	Ampuero	Spain	3
Raíces-Carlos Maldonado	€	Creative	1	Talavera de la Reina	Spain	3
Adrián Quetglas	€	Modern Cuisine	1	Palma	Spain	3
Euskalduna Studio	€	Modern Cuisine	1	Porto	Portugal	4
Pedro Lemos	€	Modern Cuisine	1	Porto	Portugal	4
O'Pazo	€	Grills	1	Padrón	Spain	4
Tabaiba	€	Creative	1	Las Palmas de Gran Canaria	Spain	4
A Cozinha	€	Modern Cuisine	1	Guimaraes	Portugal	3
Ancestral	€	Modern Cuisine	1	Illescas	Spain	3
San-Hô	€	Fusion	1	Adeje	Spain	3
Miguel González	€	Contemporary	1	O Pereiro de Aguiar	Spain	3
Lab by Sergi Arola	€	Creative	1	Sintra	Portugal	4
Feitoria	€	Modern Cuisine	1	Lisbon	Portugal	4
Antiqvvm	€	Creative	1	Porto	Portugal	4
Hofmann	€	Modern Cuisine	1	Barcelona	Spain	3
Caelis	€	Creative	1	Barcelona	Spain	3
Rincón de Diego	€	Traditional Cuisine	1	Cambrils	Spain	3
Can Jubany	€	Modern Cuisine	1	Calldetenes	Spain	4
Etxanobe Atelier	€	Creative	1	Bilbao	Spain	4
Oria	€	Modern Cuisine	1	Barcelona	Spain	4
Es Tragón	€	Creative	1	Sant Antoni de Portmany	Spain	4
Nerua Guggenheim Bilbao	€	Creative	1	Bilbao	Spain	3
Les Magnòlies	€	Modern Cuisine	1	Arbúcies	Spain	3
Koy Shunka	€	Japanese	1	Barcelona	Spain	4
Ambivium	€	Modern Cuisine	1	Peñafiel	Spain	4
Boroa	€	Traditional Cuisine	1	Amorebieta - Etxano	Spain	3
Enigma	€	Creative	1	Barcelona	Spain	4
La Finca	€	Creative	1	Elche	Spain	3
La Bicicleta	€	Modern Cuisine	1	Hoznayo	Spain	4
Árbore da Veira	€	Creative	1	A Coruña	Spain	3
Montia	€	Modern Cuisine	1	San Lorenzo de El Escorial	Spain	4
Solla	€	Creative	1	San Salvador de Poio	Spain	4
Mesa de Lemos	€	Creative	1	Passos de Silgueiros	Portugal	4
Alejandro Serrano	€	Modern Cuisine	1	Miranda de Ebro	Spain	4
Ajonegro	€	Fusion	1	Logrono	Spain	2
Alevante	€	Creative	1	Chiclana de la Frontera	Spain	4
Vista	€	Modern Cuisine	1	Portimao	Portugal	4
William	€	Contemporary	1	Funchal	Portugal	4
Kokotxa	€	Modern Cuisine	1	Donostia / San Sebastián	Spain	4
Al Sud	€	Creative	1	Lagos	Portugal	4
Poemas by Hermanos Padrón	€	Creative	1	Las Palmas de Gran Canaria	Spain	3
Real Balneario	€	Farm to table	1	Salinas	Spain	4
El Serbal	€	Modern Cuisine	1	Santander	Spain	3
Casa Marcelo	€	Fusion	1	Santiago de Compostela	Spain	3
DINS Santi Taura	€	Modern Cuisine	1	Palma	Spain	4
Massana	€	Modern Cuisine	1	Girona	Spain	4
Pablo	€	Modern Cuisine	1	Leon	Spain	3
Castell Peralada	€	Modern Cuisine	1	Peralada	Spain	4
En la Parra	€	Modern Cuisine	1	Salamanca	Spain	3
Sala	€	Traditional Cuisine	1	Olost	Spain	3
La Lobita	€	Creative	1	Navaleno	Spain	3
Casa Pepa	€	Creative	1	Ondara	Spain	3
Emporium	€	Contemporary	1	Castelló d'Empúries	Spain	3
Cañabota	€	Seafood	1	Seville	Spain	3
A Tafona	€	Modern Cuisine	1	Santiago de Compostela	Spain	4
Gaytán	€	Modern Cuisine	1	Madrid	Spain	3
Lúa	€	Modern Cuisine	1	Madrid	Spain	3
Cocinandos	€	Modern Cuisine	1	Leon	Spain	3
L'Ó	€	Modern Cuisine	1	Sant Fruitós de Bages	Spain	3
Refectorio	€	Creative	1	Sardón de Duero	Spain	4
Casona del Judío	€	Modern Cuisine	1	Santander	Spain	4
Nova	€	Modern Cuisine	1	Ourense	Spain	3
AlmaMater	€	Modern Cuisine	1	Murcia	Spain	2
Bagá	€	Modern Cuisine	1	Jaén	Spain	3
Nub	€	Creative	1	Adeje	Spain	4
CURA	€	Modern Cuisine	1	Lisbon	Portugal	4
Kaido Sushi Bar	€	Japanese	1	Valencia	Spain	4
Código de Barra	€	Modern Cuisine	1	Cadiz	Spain	3
A'Barra	€	International	1	Madrid	Spain	4
Abantal	€	Creative	1	Seville	Spain	4
Retiro da Costiña	€	Modern Cuisine	1	Santa Comba	Spain	4
El Nuevo Molino	€	Traditional Cuisine	1	Puente Arce	Spain	2
Eirado	€	Modern Cuisine	1	Pontevedra	Spain	3
Casa Gerardo	€	Modern Cuisine	1	Prendes	Spain	3
As Garzas	€	Galician	1	Barizo	Spain	3
Eneko	€	Creative	1	Larrabetzu	Spain	3
Europa	€	Contemporary	1	Pamplona	Spain	3
Rodero	€	Modern Cuisine	1	Pamplona	Spain	3
Alameda	€	Modern Cuisine	1	Hondarribia	Spain	4
Atempo	€	Modern Cuisine	1	Barcelona	Spain	4
Tresmacarrons	€	Modern Cuisine	1	El Masnou	Spain	3
Messina	€	Creative	1	Marbella	Spain	3
LÚ Cocina y Alma	€	Modern Cuisine	1	Jerez de la Frontera	Spain	4
La Fonda Xesc	€	Modern Cuisine	1	Gombrèn	Spain	3
Quimbaya	€	Colombian	1	Madrid	Spain	3
Kaleja	€	Contemporary	1	Malaga	Spain	4
Gusto by Heinz Beck	€	Mediterranean Cuisine	1	Almancil	Portugal	4
Fortaleza do Guincho	€	Portuguese	1	Cascais	Portugal	4
Cancook	€	Creative	1	Saragossa	Spain	4
El Bohío	€	Modern Cuisine	1	Illescas	Spain	4
Nintai	€	Japanese	1	Marbella	Spain	4
Ayalga	€	Modern Cuisine	1	Ribadesella	Spain	3
Fogony	€	Modern Cuisine	1	Sort	Spain	3
Baluarte	€	Modern Cuisine	1	Soria	Spain	3
Maruja Limón	€	Creative	1	Vigo	Spain	3
Le Monument	€	Modern Cuisine	1	Porto	Portugal	4
Vila Foz	€	Contemporary	1	Porto	Portugal	4
EPUR	€	Creative	1	Lisbon	Portugal	4
Silabario	€	Modern Cuisine	1	Vigo	Spain	3
G Pousada	€	Regional Cuisine	1	Bragança	Portugal	4
Garena	€	Contemporary	1	Dima	Spain	3
Ca l'Enric	€	Creative	1	La Vall de Bianya	Spain	4
Cal Paradís	€	Creative	1	Vall d'Alba	Spain	3
ARREA!	€	Regional Cuisine	1	Santa Cruz de Campezo	Spain	3
Vistas Rui Silvestre	€	Creative	1	Vila Nova de Cacela	Portugal	4
Lienzo	€	Mediterranean Cuisine	1	Valencia	Spain	3
El Molino de Alcuneza	€	Modern Cuisine	1	Sigüenza	Spain	3
Quatre Molins	€	Creative	1	Cornudella de Montsant	Spain	4
Chirón	€	Modern Cuisine	1	Valdemoro	Spain	3
El Doncel	€	Modern Cuisine	1	Sigüenza	Spain	3
Eneko Lisboa	€	Basque	1	Lisbon	Portugal	4
La Prensa	€	Contemporary	1	Saragossa	Spain	3
El Lago	€	Contemporary	1	Marbella	Spain	4
Trigo	€	Modern Cuisine	1	Valladolid	Spain	3
Auga	€	Traditional Cuisine	1	Gijón	Spain	3
Ricardo Sanz Wellington	€	Japanese	1	Madrid	Spain	4
Ikaro	€	Creative	1	Logrono	Spain	3
Corral de la Morería Gastronómico	€	Modern Cuisine	1	Madrid	Spain	3
Bon Bon	€	Modern Cuisine	1	Lagoa	Portugal	4
La Finca	€	Contemporary	1	Loja	Spain	4
A Ver Tavira	€	Modern Cuisine	1	Tavira	Portugal	4
Yugo	€	Japanese	1	Madrid	Spain	4
100 Maneiras	€	Creative	1	Lisbon	Portugal	4
Clos Madrid	€	Modern Cuisine	1	Madrid	Spain	3
La Cuina de Can Simón	€	Contemporary	1	Tossa de Mar	Spain	3
Retama	€	Modern Cuisine	1	Torrenueva	Spain	3
El Retiro	€	Modern Cuisine	1	Llanes	Spain	3
Aürt	€	Modern Cuisine	1	Barcelona	Spain	4
Abama Kabuki	€	Japanese	1	Guía de Isora	Spain	4
Arrels	€	Contemporary	1	Sagunt	Spain	3
Kiro Sushi	€	Japanese	1	Logrono	Spain	4
Gofio	€	Regional Cuisine	1	Madrid	Spain	3
Eleven	€	Creative	1	Lisbon	Portugal	4
Etxeko Ibiza	€	Creative	1	Es Canar	Spain	4
La Tasquería	€	Modern Cuisine	1	Madrid	Spain	2
Versátil	€	Contemporary	1	Zarza de Granadilla	Spain	3
Sushi Kojima	¥	Sushi	1	Tokyo	Japan	4
Ginza Fujiyama	¥	Japanese	1	Tokyo	Japan	4
UDATSU SUSHI	¥	Sushi	1	Tokyo	Japan	3
SHIGEMATSU	¥	Japanese	1	Tokyo	Japan	4
Hakuun	¥	Japanese	1	Tokyo	Japan	4
GINZA OKUDA	¥	Japanese	1	Tokyo	Japan	4
Nanakusa	¥	Japanese	1	Tokyo	Japan	2
CRAFTALE	¥	French	1	Tokyo	Japan	3
Nogizaka Shin	¥	Japanese	1	Tokyo	Japan	3
Nishiazabu Sushi Shin	¥	Sushi	1	Tokyo	Japan	4
Regalo	¥	Italian	1	Tokyo	Japan	3
Okamoto	¥	Japanese	1	Tokyo	Japan	4
Ristorante HONDA	¥	Italian	1	Tokyo	Japan	3
Principio	¥	Italian	1	Tokyo	Japan	3
TACUBO	¥	Italian	1	Tokyo	Japan	3
Shunkeian Arakaki	¥	Tempura	1	Tokyo	Japan	3
LATURE	¥	French	1	Tokyo	Japan	3
Kasumicho Yamagami	¥	Japanese	1	Tokyo	Japan	4
Chugoku Hanten Kohakukyu (Amber Palace)	¥	Chinese	1	Tokyo	Japan	3
ShinoiS	¥	Chinese	1	Tokyo	Japan	4
Sushidokoro Kiraku	¥	Sushi	1	Tokyo	Japan	3
Tanimoto	¥	Japanese	1	Tokyo	Japan	4
Nodaiwa Azabu Iikura Honten	¥	Unagi / Freshwater Eel	1	Tokyo	Japan	2
Tenoshima	¥	Japanese	1	Tokyo	Japan	3
PRUNIER	¥	French	1	Tokyo	Japan	3
Ginza Kousui	¥	Japanese	1	Tokyo	Japan	3
Yakumo Uezu	¥	Japanese	1	Tokyo	Japan	3
Chukasoba Ginza Hachigou	¥	Ramen	1	Tokyo	Japan	1
Hato	¥	Sushi	1	Tokyo	Japan	4
Sosakumenkobo NAKIRYU	¥	Ramen	1	Tokyo	Japan	1
Nishiazabu Taku	¥	Sushi	1	Tokyo	Japan	3
Azabu Wakei	¥	Japanese	1	Tokyo	Japan	3
Ode	¥	French	1	Tokyo	Japan	3
nôl	¥	Contemporary	1	Tokyo	Japan	3
Le Coq	¥	French	1	Tokyo	Japan	3
Seiju	¥	Tempura	1	Tokyo	Japan	3
Takagakino Sushi	¥	Sushi	1	Tokyo	Japan	4
Shichubo Yung	¥	Chinese	1	Tokyo	Japan	3
Simplicité	¥	French	1	Tokyo	Japan	3
Shigeyuki	¥	Japanese	1	Tokyo	Japan	3
Oku	¥	Sushi	1	Tokyo	Japan	3
Towa	¥	Japanese	1	Tokyo	Japan	4
au deco	¥	French	1	Tokyo	Japan	3
Tour D'argent Tokyo	¥	French	1	Tokyo	Japan	4
Sushi Ichijo	¥	Sushi	1	Tokyo	Japan	3
l'élan	¥	French	1	Tokyo	Japan	3
Edomae Sushi Hanabusa	¥	Sushi	1	Tokyo	Japan	4
Guchokuni	¥	Japanese	1	Tokyo	Japan	4
ESTERRE	¥	French	1	Tokyo	Japan	3
Ten Yokota	¥	Tempura	1	Tokyo	Japan	3
Jushu	¥	Japanese	1	Tokyo	Japan	3
Nihombashi Sonoji	¥	Tempura	1	Tokyo	Japan	4
Seika Kobayashi	¥	Japanese	1	Tokyo	Japan	3
sio	¥	Contemporary	1	Tokyo	Japan	3
FARO	¥	Italian	1	Tokyo	Japan	3
L'aube	¥	French	1	Tokyo	Japan	3
Jukuseizushi Yorozu	¥	Sushi	1	Tokyo	Japan	4
Yuan Yamori	¥	Soba	1	Tokyo	Japan	3
SOBAHOUSE KONJIKI HOTOTOGISU	¥	Ramen	1	Tokyo	Japan	1
BIRD LAND	¥	Yakitori	1	Tokyo	Japan	2
Tamawarai	¥	Soba	1	Tokyo	Japan	2
Torakuro	¥	Japanese	1	Tokyo	Japan	4
Sorahana	¥	Japanese	1	Tokyo	Japan	3
Sushi Ryujiro	¥	Sushi	1	Tokyo	Japan	4
Takumi Sushi Owana	¥	Sushi	1	Tokyo	Japan	3
Le Mange-Tout	¥	French	1	Tokyo	Japan	3
Sushi Masashi	¥	Sushi	1	Tokyo	Japan	4
Ren Mishina	¥	Japanese	1	Tokyo	Japan	4
Ippei Hanten	¥	Chinese	1	Tokyo	Japan	3
NéMo	¥	French	1	Tokyo	Japan	3
Oniku Karyu	¥	Beef	1	Tokyo	Japan	4
Les Saisons	¥	French	1	Tokyo	Japan	3
Oryori Tsuji	¥	Japanese	1	Tokyo	Japan	4
Chugoku Hanten Fureika	¥	Chinese	1	Tokyo	Japan	3
Edomae Shinsaku	¥	Tempura	1	Tokyo	Japan	3
BVLGARI IL RISTORANTE LUCA FANTIN	¥	Italian	1	Tokyo	Japan	4
Ishibashi	¥	Unagi / Freshwater Eel	1	Tokyo	Japan	3
Sushi Matsuura	¥	Sushi	1	Tokyo	Japan	3
REQUINQUER	¥	French	1	Tokyo	Japan	3
Kaiseki Tsujitome	¥	Japanese	1	Tokyo	Japan	4
WASA	¥	Chinese	1	Tokyo	Japan	4
Tempura Shimomura	¥	Tempura	1	Tokyo	Japan	3
Sincère	¥	French	1	Tokyo	Japan	3
Sushiya Shota	¥	Sushi	1	Tokyo	Japan	3
recte	¥	French	1	Tokyo	Japan	3
Ginza Yamanobe Edo Chuka	¥	Chinese	1	Tokyo	Japan	4
Dominique Bouchet	¥	French	1	Tokyo	Japan	3
Ensui	¥	Japanese	1	Tokyo	Japan	4
ALTER EGO	¥	Italian	1	Tokyo	Japan	3
BOTTEGA	¥	Italian	1	Tokyo	Japan	3
JO	¥	Beef	1	Tokyo	Japan	4
L'AFFINAGE	¥	French	1	Tokyo	Japan	3
Akanezaka Onuma	¥	Japanese	1	Tokyo	Japan	3
l'intemporel	¥	French	1	Tokyo	Japan	3
Ginza Toyoda	¥	Japanese	1	Tokyo	Japan	4
Floraison	¥	French	1	Tokyo	Japan	3
Oryori Katsushi	¥	Japanese	1	Tokyo	Japan	3
Sushi Murayama	¥	Sushi	1	Tokyo	Japan	4
Torishiki	¥	Yakitori	1	Tokyo	Japan	3
MAKIYAKI GINZA ONODERA	¥	French	1	Tokyo	Japan	3
Sushi Hashimoto	¥	Sushi	1	Tokyo	Japan	4
Akiyama	¥	Japanese	1	Tokyo	Japan	3
Aroma Fresca	¥	Italian	1	Tokyo	Japan	3
Arakicho Tatsuya	¥	Japanese	1	Tokyo	Japan	3
Onarimon Haru	¥	Japanese	1	Tokyo	Japan	4
La Paix	¥	French	1	Tokyo	Japan	3
Waketokuyama	¥	Japanese	1	Tokyo	Japan	3
Kaiseki Ohara	¥	Japanese	1	Tokyo	Japan	3
Yakitori Omino	¥	Yakitori	1	Tokyo	Japan	3
Ginza Adachi Naoto	¥	Japanese	1	Tokyo	Japan	3
Shokuzen Abe	¥	Japanese	1	Tokyo	Japan	3
Sushi Kuwano	¥	Sushi	1	Tokyo	Japan	4
Tempura Miyashiro	¥	Tempura	1	Tokyo	Japan	3
Tempura Motoyoshi	¥	Tempura	1	Tokyo	Japan	3
L'ARGENT	¥	French	1	Tokyo	Japan	3
Tempura Maehira	¥	Tempura	1	Tokyo	Japan	3
La Clairière	¥	French	1	Tokyo	Japan	4
Ginza Kitafuku	¥	Crab Specialities	1	Tokyo	Japan	4
Kyobashi Tempura Fukamachi	¥	Tempura	1	Tokyo	Japan	3
Tempura Yaguchi	¥	Tempura	1	Tokyo	Japan	4
Sharikimon Onozawa	¥	Japanese	1	Tokyo	Japan	3
Sushi Keita	¥	Sushi	1	Tokyo	Japan	3
Takumi	¥	French	1	Tokyo	Japan	3
le sputnik	¥	French	1	Tokyo	Japan	3
Jizozushi	¥	Sushi	1	Tokyo	Japan	4
Akasaka Momonoki	¥	Chinese	1	Tokyo	Japan	3
Kagurazaka Marutomi	¥	Japanese	1	Tokyo	Japan	3
Series	¥	Chinese	1	Tokyo	Japan	3
Sumibikappo SHIROSAKA	¥	Japanese	1	Tokyo	Japan	3
LUGDUNUM Bouchon Lyonnais	¥	French	1	Tokyo	Japan	2
Sushi Takamitsu	¥	Sushi	1	Tokyo	Japan	4
Ishibashi	¥	Sukiyaki	1	Tokyo	Japan	3
Nishiazabu Otake	¥	Japanese	1	Tokyo	Japan	3
itsuka	¥	Chinese	1	Tokyo	Japan	3
Shimbashi Sasada	¥	Japanese	1	Tokyo	Japan	3
FUSHIKINO	¥	Japanese	1	Tokyo	Japan	3
Azabujuban Fukuda	¥	Japanese	1	Tokyo	Japan	4
Akasaka Ogino	¥	Japanese	1	Tokyo	Japan	4
99 Sushi Bar	$	Japanese Contemporary	1	Abu Dhabi		3
Talea by Antonio Guida	$	Italian	1	Abu Dhabi		4
Hakkasan	$	Chinese	1	Abu Dhabi		4
LeMontBlanc	€	Modern French	1	Crans-Montana	Switzerland	3
Eatanic Garden	₩	Innovative	1	Seoul	South Korea	4
Kojacha	₩	Asian	1	Seoul	South Korea	4
Soul	₩	Contemporary	1	Seoul	South Korea	3
L'Amant Secret	₩	Contemporary	1	Seoul	South Korea	4
Exquisine	₩	Contemporary	1	Seoul	South Korea	3
Sushi Matsumoto	₩	Sushi	1	Seoul	South Korea	4
Myomi	₩	Contemporary	1	Seoul	South Korea	4
Onjium	₩	Korean	1	Seoul	South Korea	4
Bicena	₩	Korean	1	Seoul	South Korea	4
L'Amitié	₩	French	1	Seoul	South Korea	3
7th Door	₩	Contemporary	1	Seoul	South Korea	4
YUN	₩	Korean	1	Seoul	South Korea	3
HANE	₩	Sushi	1	Seoul	South Korea	4
Soseoul Hannam	₩	Korean	1	Seoul	South Korea	3
Restaurant Allen	₩	Contemporary	1	Seoul	South Korea	4
Mitou	₩	Japanese	1	Seoul	South Korea	4
Muoki	₩	Contemporary	1	Seoul	South Korea	3
Pierre Gagnaire	₩	French	1	Seoul	South Korea	4
Muni	₩	Japanese	1	Seoul	South Korea	4
Zero Complex	₩	Innovative	1	Seoul	South Korea	4
Evett	₩	Innovative	1	Seoul	South Korea	4
Sushi Sanshin	¥	Sushi	1	Osaka	Japan	3
Yakitori Torisen	¥	Yakitori	1	Osaka	Japan	3
DODICI	¥	Italian	1	Kyoto	Japan	3
Higashiyama Yoshihisa	¥	Japanese	1	Kyoto	Japan	4
Ajikitcho Horieten	¥	Japanese	1	Osaka	Japan	3
Kodaiji Jugyuan	¥	Japanese	1	Kyoto	Japan	4
Fushimimachi Kakoiyama	¥	Japanese	1	Osaka	Japan	3
Sanso Kyoyamato	¥	Japanese	1	Kyoto	Japan	4
Kenya	¥	Japanese	1	Kyoto	Japan	3
Sushi Ohata	¥	Sushi	1	Osaka	Japan	3
Utsubohommachi Gaku	¥	Japanese	1	Osaka	Japan	3
Sui Oya	¥	Japanese	1	Osaka	Japan	3
PRESQU’ÎLE	¥	French	1	Osaka	Japan	3
a canto	¥	Italian	1	Osaka	Japan	3
Droit	¥	French	1	Kyoto	Japan	3
Shuhaku	¥	Japanese	1	Kyoto	Japan	3
Sushi Kappo Nakaichi	¥	Japanese	1	Kyoto	Japan	3
Mirei	¥	Japanese	1	Kyoto	Japan	3
Sushi Minazuki	¥	Sushi	1	Osaka	Japan	3
Vena	¥	Italian	1	Kyoto	Japan	3
Iwaki	¥	Japanese	1	Osaka	Japan	3
Man-u	¥	Oden	1	Osaka	Japan	3
Aji Fukushima	¥	Japanese	1	Kyoto	Japan	3
Kyoboshi	¥	Tempura	1	Kyoto	Japan	3
Kamigatachuka SHINTANI	¥	Chinese	1	Osaka	Japan	3
Oryori Yamada	¥	Japanese	1	Osaka	Japan	3
Ayamuya	¥	Yakitori	1	Osaka	Japan	2
Tozentei	¥	Japanese	1	Kyoto	Japan	3
Sushi Matsumoto	¥	Sushi	1	Kyoto	Japan	3
Oryori Mashita	¥	Japanese	1	Kyoto	Japan	3
P greco	¥	Italian	1	Osaka	Japan	3
MOTOÏ	¥	French	1	Kyoto	Japan	3
NAKATSUKA	¥	French	1	Kyoto	Japan	3
Nishitemma Nakamura	¥	Japanese	1	Osaka	Japan	3
LIAISON	¥	French	1	Osaka	Japan	3
Nishino	¥	Japanese	1	Osaka	Japan	3
La Lucciola	¥	Italian	1	Osaka	Japan	3
Yakitori Ichimatsu	¥	Yakitori	1	Osaka	Japan	2
Ñ	¥	Spanish	1	Osaka	Japan	3
Point	¥	French	1	Osaka	Japan	3
Ono	¥	Japanese	1	Osaka	Japan	4
Kitashinchi Fukutatei	¥	Steakhouse	1	Osaka	Japan	3
Reine des prés	¥	French	1	Kyoto	Japan	3
Yuyu	¥	Japanese	1	Kyoto	Japan	3
Nijojo Furuta	¥	Japanese	1	Kyoto	Japan	3
Kappo Hassun	¥	Japanese	1	Kyoto	Japan	3
Kokyu	¥	Japanese	1	Kyoto	Japan	4
Nakazen	¥	Japanese	1	Kyoto	Japan	3
Sushi Yuden	¥	Sushi	1	Osaka	Japan	3
Sushi Murakami Jiro	¥	Sushi	1	Osaka	Japan	4
Yoshiko	¥	Fugu / Pufferfish	1	Osaka	Japan	4
Teruya	¥	Japanese	1	Osaka	Japan	3
Sumibi Kappo Ishii	¥	Japanese	1	Osaka	Japan	3
IDÉAL bistro	¥	French	1	Osaka	Japan	3
Kyo Seika	¥	Chinese	1	Kyoto	Japan	3
Godan Miyazawa	¥	Japanese	1	Kyoto	Japan	3
La Baie	¥	French	1	Osaka	Japan	3
TEMPURA HANAGATAMI	¥	Tempura	1	Osaka	Japan	3
Gion Nishimura	¥	Japanese	1	Kyoto	Japan	3
Oimatsu Hisano	¥	Japanese	1	Osaka	Japan	3
Sushi Hayashi	¥	Sushi	1	Kyoto	Japan	4
Nishijin Fujiyoshi	¥	Japanese	1	Kyoto	Japan	3
Gion Kajisho	¥	Japanese	1	Kyoto	Japan	3
Unkaku	¥	Japanese	1	Osaka	Japan	3
nent	¥	French	1	Osaka	Japan	3
Naniwakappo NOBORU	¥	Japanese	1	Osaka	Japan	3
Honke Tankuma Honten	¥	Japanese	1	Kyoto	Japan	3
Hiramatsu Kodaiji	¥	French	1	Kyoto	Japan	3
Kamanza Nagashima	¥	Japanese	1	Kyoto	Japan	3
Chi-Fu	¥	Chinese	1	Osaka	Japan	3
Iroha	¥	Japanese	1	Osaka	Japan	3
Mokubei	¥	Japanese	1	Kyoto	Japan	3
HANA-Kitcho	¥	Japanese	1	Kyoto	Japan	3
Gion Mamma	¥	Japanese	1	Kyoto	Japan	3
Uozuya	¥	Japanese	1	Kyoto	Japan	3
Ogawa	¥	Japanese	1	Kyoto	Japan	3
Shimogamo Saryo	¥	Japanese	1	Kyoto	Japan	3
SEN	¥	Japanese	1	Kyoto	Japan	4
Kako Okamoto	¥	Japanese	1	Kyoto	Japan	3
capi	¥	Innovative	1	Osaka	Japan	3
Yunagibashi Takoyasu	¥	Fugu / Pufferfish	1	Osaka	Japan	3
Pierre	¥	French	1	Osaka	Japan	3
TAKAYAMA	¥	Italian	1	Kyoto	Japan	3
Kanamean Nishitomiya	¥	Japanese	1	Kyoto	Japan	4
Kinobu	¥	Japanese	1	Kyoto	Japan	3
Bini	¥	Italian	1	Kyoto	Japan	3
Maison Tateru Yoshino	¥	French	1	Osaka	Japan	3
Alarde	¥	Spanish	1	Osaka	Japan	3
Torisaki	¥	Yakitori	1	Kyoto	Japan	2
Kiyama	¥	Japanese	1	Kyoto	Japan	4
Rakushin	¥	Japanese	1	Osaka	Japan	4
Ichijoji Norihide	¥	Japanese	1	Kyoto	Japan	3
Gosho Iwasaki	¥	Japanese	1	Kyoto	Japan	3
La casa TOM Curiosa	¥	Italian	1	Osaka	Japan	3
Terada	¥	Japanese	1	Osaka	Japan	3
Oryori Horikawa	¥	Japanese	1	Osaka	Japan	3
Ajikitcho Bumbuan	¥	Japanese	1	Osaka	Japan	3
agnel d'or	¥	French	1	Osaka	Japan	3
Kaishoku Shimizu	¥	Japanese	1	Osaka	Japan	3
Shoroku	¥	Japanese	1	Osaka	Japan	3
Yugen	¥	Japanese	1	Osaka	Japan	3
Yonemasu	¥	Japanese	1	Osaka	Japan	3
Kyoryori Fujimoto	¥	Japanese	1	Kyoto	Japan	3
Zeshin	¥	Japanese	1	Osaka	Japan	3
Sushi Hoshiyama	¥	Sushi	1	Osaka	Japan	3
ORIGIN	¥	French	1	Osaka	Japan	3
cenci	¥	Italian	1	Kyoto	Japan	3
Jiki Miyazawa	¥	Japanese	1	Kyoto	Japan	3
